Fahrten,Namen
507,Bern - Jegenstorf
37,Fraubrunnen - Mattstetten
30,Jegenstorf - Solothurn
28,Bätterkinden - Mattstetten
27,Fraubrunnen - Jegenstorf
24,Hindelbank - Jegenstorf
20,Mattstetten - Solothurn
16,Fraubrunnen - Zollikofen
16,Bätterkinden - Jegenstorf
15,Burgdorf - Fraubrunnen
15,Jegenstorf - Ostermundigen
13,Jegenstorf - Köniz
12,Solothurn - Zollikofen
12,Derendingen - Mattstetten
12,Biel/Bienne - Jegenstorf
11,Fraubrunnen - Moosseedorf
11,Biberist - Mattstetten
10,Mattstetten - Zuchwil
10,Jegenstorf - Lyss
10,Bätterkinden - Zollikofen
