Fahrten,Namen
677,RE5 (Regionalverkehr Bern-Solothurn)
183,S8 (Regionalverkehr Bern-Solothurn)
21,8 (Städtische Verkehrsbetriebe Bern)
20,IC5 (Schweizerische Bundesbahnen SBB)
18,S20 (Schweizerische Bundesbahnen SBB)
15,12 (Städtische Verkehrsbetriebe Bern)
15,S2 (BLS AG (bls))
15,20 (Städtische Verkehrsbetriebe Bern)
13,5 (Busbetrieb Solothurn und Umgebung)
9,10 (Städtische Verkehrsbetriebe Bern)
8,7 (Busbetrieb Solothurn und Umgebung)
6,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
4,S4 (BLS AG (bls))
4,9 (Städtische Verkehrsbetriebe Bern)
4,7 (Städtische Verkehrsbetriebe Bern)
4,S1 (BLS AG (bls))
4,6 (Städtische Verkehrsbetriebe Bern)
4,2 (Busbetrieb Solothurn und Umgebung)
3,38 (Autobusbetrieb RBS)
3,S11 (Aare Seeland mobil (snb))
