Fahrten,Namen
328,S3 (BLS AG (bls))
276,S8 (Regionalverkehr Bern-Solothurn)
214,S31 (BLS AG (bls))
103,S4 (BLS AG (bls))
49,S11 (BLS AG (bls))
47,41 (Autobusbetrieb RBS)
37,12 (Städtische Verkehrsbetriebe Bern)
31,107 (PostAuto AG)
29,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
29,36 (Autobusbetrieb RBS)
27,RE5 (Regionalverkehr Bern-Solothurn)
25,898 (Autobusbetrieb RBS)
23,106 (PostAuto AG)
22,S1 (BLS AG (bls))
16,2 (Verkehrsbetriebe Biel)
16,S2 (BLS AG (bls))
13,IC1 (Schweizerische Bundesbahnen SBB)
12,5 (Verkehrsbetriebe Biel)
9,EC (Schweizerische Bundesbahnen SBB)
9,7 (Städtische Verkehrsbetriebe Bern)
