Fahrten,Namen
378,Bern - Jegenstorf
356,Bern - Moosseedorf
260,Bern - Mattstetten
142,Bern - Fraubrunnen
49,Mattstetten - Thun
45,Ittigen - Jegenstorf
43,Ittigen - Mattstetten
31,Jegenstorf - Köniz
29,Ittigen - Moosseedorf
23,Moosseedorf - Zollikofen
22,Köniz - Mattstetten
22,Jegenstorf - Thun
22,Köniz - Moosseedorf
18,Jegenstorf - Zollikofen
15,Fraubrunnen - Zollikofen
13,Moosseedorf - Thun
13,Fraubrunnen - Ittigen
12,Solothurn - Zollikofen
11,Mattstetten - Muri bei Bern
10,Bätterkinden - Zollikofen
