Fahrten,Namen
1150,Bern
533,Jegenstorf
531,Moosseedorf
496,Mattstetten
190,Fraubrunnen
154,Ittigen
93,Zollikofen
85,Thun
77,Köniz
27,Solothurn
22,Muri bei Bern
21,Bätterkinden
19,Münsingen
14,Worb
13,Zuchwil
11,Langenthal
10,Olten
9,Steffisburg
8,Biberist
8,Langnau im Emmental
