Fahrten,Namen
1334,RE5 (Regionalverkehr Bern-Solothurn)
146,7 (Busbetrieb Solothurn und Umgebung)
125,20 (Städtische Verkehrsbetriebe Bern)
102,5 (Busbetrieb Solothurn und Umgebung)
98,S20 (Schweizerische Bundesbahnen SBB)
73,S11 (Aare Seeland mobil (snb))
71,2 (Busbetrieb Solothurn und Umgebung)
60,12 (Städtische Verkehrsbetriebe Bern)
54,8 (Städtische Verkehrsbetriebe Bern)
30,10 (Städtische Verkehrsbetriebe Bern)
28,6 (Städtische Verkehrsbetriebe Bern)
22,S2 (BLS AG (bls))
21,8 (Autobusbetrieb RBS)
19,S41 (BLS AG (bls))
19,7 (Städtische Verkehrsbetriebe Bern)
18,RE1 (BLS AG (bls))
17,4 (Busbetrieb Solothurn und Umgebung)
14,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
12,9 (Städtische Verkehrsbetriebe Bern)
12,3 (Busbetrieb Solothurn und Umgebung)
