Fahrten,Namen
1097,Solothurn
992,Bern
154,Biberist RBS
147,"Bern, Hirschengraben"
128,"Bern, Bollwerk"
83,Lohn-Lüterkofen
75,"Bern, Wyleregg"
64,"Solothurn, Gibelinstrasse"
60,"Zuchwil, Kornfeld"
55,"Bern, Inselplatz"
52,"Solothurn, Grenchenstrasse"
49,Langendorf
39,St. Katharinen
38,"Solothurn, Kunstmuseum"
37,"Bern, Bärenplatz"
31,"Bern, Zytglogge"
25,Luterbach-Attisholz
24,"Solothurn, Ulmenweg"
22,"Bern, Gewerbeschule"
18,"Gerlafingen, Dorfzentrum"
