Fahrten,Namen
3460,RE5 (Regionalverkehr Bern-Solothurn)
421,S8 (Regionalverkehr Bern-Solothurn)
289,S20 (Schweizerische Bundesbahnen SBB)
271,465 (Busland AG)
248,20 (Städtische Verkehrsbetriebe Bern)
186,7 (Busbetrieb Solothurn und Umgebung)
185,5 (Busbetrieb Solothurn und Umgebung)
165,1 (Busbetrieb Solothurn und Umgebung)
148,3 (Busbetrieb Solothurn und Umgebung)
137,12 (Städtische Verkehrsbetriebe Bern)
133,2 (Busbetrieb Solothurn und Umgebung)
125,S11 (Aare Seeland mobil (snb))
95,884 (Autobusbetrieb RBS)
91,10 (Städtische Verkehrsbetriebe Bern)
79,8 (Städtische Verkehrsbetriebe Bern)
70,IR35 (Schweizerische Bundesbahnen SBB)
55,S41 (BLS AG (bls))
52,6 (Städtische Verkehrsbetriebe Bern)
46,S7 (Regionalverkehr Bern-Solothurn)
45,7 (Städtische Verkehrsbetriebe Bern)
