Fahrten,Namen
2381,RE5 (Regionalverkehr Bern-Solothurn)
173,7 (Busbetrieb Solothurn und Umgebung)
170,20 (Städtische Verkehrsbetriebe Bern)
156,S20 (Schweizerische Bundesbahnen SBB)
152,S8 (Regionalverkehr Bern-Solothurn)
135,3 (Busbetrieb Solothurn und Umgebung)
102,12 (Städtische Verkehrsbetriebe Bern)
98,5 (Busbetrieb Solothurn und Umgebung)
88,S11 (Aare Seeland mobil (snb))
69,2 (Busbetrieb Solothurn und Umgebung)
68,1 (Busbetrieb Solothurn und Umgebung)
64,8 (Städtische Verkehrsbetriebe Bern)
54,10 (Städtische Verkehrsbetriebe Bern)
43,6 (Städtische Verkehrsbetriebe Bern)
37,7 (Städtische Verkehrsbetriebe Bern)
35,9 (Städtische Verkehrsbetriebe Bern)
26,S41 (BLS AG (bls))
26,S7 (Regionalverkehr Bern-Solothurn)
25,8 (Autobusbetrieb RBS)
23,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
