Fahrten,Namen
1577,RE5 (Regionalverkehr Bern-Solothurn)
316,S20 (Schweizerische Bundesbahnen SBB)
143,2 (Busbetrieb Solothurn und Umgebung)
128,3 (Busbetrieb Solothurn und Umgebung)
116,1 (Busbetrieb Solothurn und Umgebung)
107,12 (Städtische Verkehrsbetriebe Bern)
105,5 (Busbetrieb Solothurn und Umgebung)
68,20 (Städtische Verkehrsbetriebe Bern)
64,21 (Busbetrieb Grenchen und Umgebung)
58,S7 (Regionalverkehr Bern-Solothurn)
46,9 (Städtische Verkehrsbetriebe Bern)
42,10 (Städtische Verkehrsbetriebe Bern)
38,8 (Städtische Verkehrsbetriebe Bern)
36,19 (Städtische Verkehrsbetriebe Bern)
27,6 (Busbetrieb Solothurn und Umgebung)
26,17 (Städtische Verkehrsbetriebe Bern)
23,17 (Busbetrieb Solothurn und Umgebung)
22,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
22,S11 (Aare Seeland mobil (snb))
20,34 (Busbetrieb Grenchen und Umgebung)
