Fahrten,Namen
352,Bern - Jegenstorf
24,Hindelbank - Jegenstorf
10,Jegenstorf - Thun
10,Jegenstorf - Lyss
6,Jegenstorf - Muri bei Bern
5,Jegenstorf - Köniz
5,Belp - Jegenstorf
5,Bern - Fraubrunnen
4,Jegenstorf - Münsingen
2,Aarberg - Jegenstorf
2,Jegenstorf - Zürich
2,Jegenstorf - Olten
1,Bern - Messen
1,Freimettigen - Jegenstorf
1,Jegenstorf - Kerzers
1,Jegenstorf - Langnau im Emmental
1,Jegenstorf - Wünnewil-Flamatt
1,Fraubrunnen - Hindelbank
1,Jegenstorf - Kehrsatz
1,Grosshöchstetten - Jegenstorf
