Fahrten,Namen
488,Bern
422,Jegenstorf
69,Mattstetten
69,Fraubrunnen
33,Köniz
17,Thun
3,Langenthal
2,Langnau im Emmental
2,Münsingen
2,Bremgarten bei Bern
1,Steffisburg
1,Luzern
1,Freimettigen
1,Ostermundigen
1,Messen
1,Laupen
1,Wünnewil-Flamatt
1,Kloten
1,Lyssach
1,Wohlen bei Bern
