Fahrten,Namen
563,S8 (Regionalverkehr Bern-Solothurn)
68,38 (Autobusbetrieb RBS)
44,10 (Städtische Verkehrsbetriebe Bern)
35,S2 (BLS AG (bls))
25,12 (Städtische Verkehrsbetriebe Bern)
23,8 (Städtische Verkehrsbetriebe Bern)
18,EC (Schweizerische Bundesbahnen SBB)
9,6 (Städtische Verkehrsbetriebe Bern)
8,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
7,9 (Städtische Verkehrsbetriebe Bern)
7,107 (PostAuto AG)
6,RE7 (BLS AG (bls))
5,871 (Autobusbetrieb RBS)
3,RE1 (BLS AG (bls))
3,104 (PostAuto AG)
3,19 (Städtische Verkehrsbetriebe Bern)
3,IR35 (Schweizerische Bundesbahnen SBB)
2,5 (STI Bus AG)
2,IC1 (Schweizerische Bundesbahnen SBB)
2,3 (STI Bus AG)
