Fahrten,Namen
2446,RE5 (Regionalverkehr Bern-Solothurn)
455,S20 (Schweizerische Bundesbahnen SBB)
210,5 (Busbetrieb Solothurn und Umgebung)
176,7 (Busbetrieb Solothurn und Umgebung)
146,20 (Städtische Verkehrsbetriebe Bern)
109,12 (Städtische Verkehrsbetriebe Bern)
105,S8 (Regionalverkehr Bern-Solothurn)
95,S11 (Aare Seeland mobil (snb))
73,8 (Städtische Verkehrsbetriebe Bern)
70,1 (Busbetrieb Solothurn und Umgebung)
59,2 (Busbetrieb Solothurn und Umgebung)
51,21 (Busbetrieb Grenchen und Umgebung)
44,10 (Städtische Verkehrsbetriebe Bern)
39,9 (Städtische Verkehrsbetriebe Bern)
35,S7 (Regionalverkehr Bern-Solothurn)
33,IC5 (Schweizerische Bundesbahnen SBB)
32,6 (Städtische Verkehrsbetriebe Bern)
30,19 (Städtische Verkehrsbetriebe Bern)
29,RE1 (BLS AG (bls))
27,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
