Fahrten,Namen
4918,IC5 (Schweizerische Bundesbahnen SBB)
4264,S20 (Schweizerische Bundesbahnen SBB)
3757,RE5 (Regionalverkehr Bern-Solothurn)
1182,5 (Busbetrieb Solothurn und Umgebung)
1162,2 (Busbetrieb Solothurn und Umgebung)
1042,1 (Busbetrieb Solothurn und Umgebung)
888,S11 (Aare Seeland mobil (snb))
705,S44 (BLS AG (bls))
464,7 (Busbetrieb Solothurn und Umgebung)
378,S41 (BLS AG (bls))
296,IC21 (Schweizerische Bundesbahnen SBB)
255,S8 (Regionalverkehr Bern-Solothurn)
247,21 (Busbetrieb Grenchen und Umgebung)
244,3 (Busbetrieb Solothurn und Umgebung)
228,2 (Verkehrsbetriebe Biel)
216,IC61 (Schweizerische Bundesbahnen SBB)
199,502 (Busbetrieb Olten-Gösgen-Gäu)
186,20 (Städtische Verkehrsbetriebe Bern)
162,8 (Autobusbetrieb RBS)
156,465 (Busland AG)
