Fahrten,Namen
569,S8 (Regionalverkehr Bern-Solothurn)
26,EC (Schweizerische Bundesbahnen SBB)
24,12 (Städtische Verkehrsbetriebe Bern)
18,10 (Städtische Verkehrsbetriebe Bern)
17,RE5 (Regionalverkehr Bern-Solothurn)
15,7 (Städtische Verkehrsbetriebe Bern)
13,S2 (BLS AG (bls))
13,17 (Städtische Verkehrsbetriebe Bern)
12,S3 (BLS AG (bls))
10,8 (Städtische Verkehrsbetriebe Bern)
10,RE1 (BLS AG (bls))
9,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,S11 (BLS AG (bls))
9,IR16 (Schweizerische Bundesbahnen SBB)
9,S7 (Regionalverkehr Bern-Solothurn)
9,IC1 (Schweizerische Bundesbahnen SBB)
7,IR35 (Schweizerische Bundesbahnen SBB)
6,S4 (BLS AG (bls))
6,IC61 (Schweizerische Bundesbahnen SBB)
5,RE7 (BLS AG (bls))
