Fahrten,Namen
3558,Moosseedorf
1746,Bern
576,Zollikofen
368,"Moosseedorf, Rest. Utiger"
290,Oberzollikofen
287,Worblaufen
178,"Zollikofen, Bahnhof"
137,"Bern, Hirschengraben"
87,Lyss
76,"Bern, Bärenplatz"
73,Bolligen
72,"Bern, Bahnhof"
69,Bern Wankdorf
65,Münchenbuchsee
64,"Papiermühle, Bahnhof"
64,Biel/Bienne
57,Jegenstorf
56,"Münchenbuchsee, Kipfgasse"
53,"Münchenbuchsee, Coop"
53,Schüpfen
