Fahrten,Namen
8614,S8 (Regionalverkehr Bern-Solothurn)
839,10 (Städtische Verkehrsbetriebe Bern)
745,38 (Autobusbetrieb RBS)
444,S7 (Regionalverkehr Bern-Solothurn)
387,8 (Städtische Verkehrsbetriebe Bern)
354,7 (Städtische Verkehrsbetriebe Bern)
341,12 (Städtische Verkehrsbetriebe Bern)
260,M11 (Busbetrieb Solothurn und Umgebung)
249,6 (Städtische Verkehrsbetriebe Bern)
203,S2 (BLS AG (bls))
195,IR65 (BLS AG (bls))
163,RE1 (BLS AG (bls))
160,17 (Städtische Verkehrsbetriebe Bern)
151,S5 (BLS AG (bls))
148,36 (Autobusbetrieb RBS)
136,IC61 (Schweizerische Bundesbahnen SBB)
133,451 (PostAuto AG)
132,IR17 (BLS AG (bls))
103,S4 (BLS AG (bls))
102,S3 (BLS AG (bls))
