Fahrten,Namen
2373,Bern
986,Oberzollikofen
536,Worblaufen
519,Jegenstorf
497,Moosseedorf
349,Schönbühl Shoppyland
159,Zollikofen
151,Thun
146,Biel/Bienne
120,Grafenried
101,"Bern, Hirschengraben"
69,"Schönbühl RBS, Bahnhof"
67,"Schönbühl, Platane"
57,Burgdorf
54,"Thun, Postbrücke"
53,"Bern, Eigerplatz"
51,"Bern, Inselpark"
29,Lyss
28,"Bern, Kocherpark"
28,"Bümpliz, Unterführung"
