Fahrten,Namen
159,S8 (Regionalverkehr Bern-Solothurn)
9,10 (Städtische Verkehrsbetriebe Bern)
7,RE5 (Regionalverkehr Bern-Solothurn)
6,12 (Städtische Verkehrsbetriebe Bern)
4,8 (Städtische Verkehrsbetriebe Bern)
4,41 (Autobusbetrieb RBS)
3,7 (Städtische Verkehrsbetriebe Bern)
3,S2 (BLS AG (bls))
2,S7 (Regionalverkehr Bern-Solothurn)
2,17 (Städtische Verkehrsbetriebe Bern)
2,S31 (BLS AG (bls))
2,36 (Autobusbetrieb RBS)
2,20 (Städtische Verkehrsbetriebe Bern)
2,S4 (BLS AG (bls))
1,6 (Städtische Verkehrsbetriebe Bern)
1,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
1,38 (Autobusbetrieb RBS)
1,S20 (Schweizerische Bundesbahnen SBB)
1,106 (PostAuto AG)
1,S9 (Regionalverkehr Bern-Solothurn)
