Fahrten,Namen
6499,Bern
1874,Biel/Bienne
1274,Mattstetten
1254,Rapperswil (BE)
662,Jegenstorf
568,Moosseedorf
407,Nidau
402,Köniz
320,Kirchberg (BE)
292,Burgdorf
249,Schüpfen
138,Ostermundigen
138,Studen (BE)
132,Lyssach
129,Oberburg
115,Hasle bei Burgdorf
100,Belp
93,Muri bei Bern
92,Fraubrunnen
91,Ipsach
