Fahrten,Namen
5039,RE5 (Regionalverkehr Bern-Solothurn)
474,20 (Städtische Verkehrsbetriebe Bern)
443,S20 (Schweizerische Bundesbahnen SBB)
266,2 (Busbetrieb Solothurn und Umgebung)
249,5 (Busbetrieb Solothurn und Umgebung)
248,12 (Städtische Verkehrsbetriebe Bern)
181,10 (Städtische Verkehrsbetriebe Bern)
172,1 (Busbetrieb Solothurn und Umgebung)
169,7 (Busbetrieb Solothurn und Umgebung)
166,884 (Autobusbetrieb RBS)
158,8 (Städtische Verkehrsbetriebe Bern)
145,3 (Busbetrieb Solothurn und Umgebung)
133,S7 (Regionalverkehr Bern-Solothurn)
108,9 (Städtische Verkehrsbetriebe Bern)
107,S11 (Aare Seeland mobil (snb))
92,465 (Busland AG)
81,363 (Autobusbetrieb RBS)
80,S2 (BLS AG (bls))
72,7 (Städtische Verkehrsbetriebe Bern)
71,6 (Städtische Verkehrsbetriebe Bern)
