Fahrten,Namen
1320,S8 (Regionalverkehr Bern-Solothurn)
622,38 (Autobusbetrieb RBS)
213,S4 (BLS AG (bls))
157,RE5 (Regionalverkehr Bern-Solothurn)
70,36 (Autobusbetrieb RBS)
58,10 (Städtische Verkehrsbetriebe Bern)
49,41 (Autobusbetrieb RBS)
48,S3 (BLS AG (bls))
36,465 (Busland AG)
34,S31 (BLS AG (bls))
28,S20 (Schweizerische Bundesbahnen SBB)
27,S7 (Regionalverkehr Bern-Solothurn)
25,12 (Städtische Verkehrsbetriebe Bern)
21,S11 (BLS AG (bls))
20,871 (Autobusbetrieb RBS)
20,8 (Städtische Verkehrsbetriebe Bern)
18,6 (Städtische Verkehrsbetriebe Bern)
14,7 (Städtische Verkehrsbetriebe Bern)
13,884 (Autobusbetrieb RBS)
11,RE1 (BLS AG (bls))
