Fahrten,Namen
1976,S7 (Regionalverkehr Bern-Solothurn)
312,46 (Autobusbetrieb RBS)
298,451 (PostAuto AG)
193,44 (Autobusbetrieb RBS)
136,S8 (Regionalverkehr Bern-Solothurn)
120,8 (Städtische Verkehrsbetriebe Bern)
80,40 (Autobusbetrieb RBS)
68,20 (Städtische Verkehrsbetriebe Bern)
47,12 (Städtische Verkehrsbetriebe Bern)
45,10 (Städtische Verkehrsbetriebe Bern)
43,6 (Städtische Verkehrsbetriebe Bern)
42,S2 (BLS AG (bls))
34,7 (Städtische Verkehrsbetriebe Bern)
33,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
32,36 (Autobusbetrieb RBS)
26,9 (Städtische Verkehrsbetriebe Bern)
22,S31 (BLS AG (bls))
20,S4 (BLS AG (bls))
20,781 (PostAuto AG)
18,RE1 (BLS AG (bls))
