Fahrten,Namen
461,Bern - Vechigen
418,Bern - Bolligen
184,Bern - Stettlen
178,Bern - Worb
69,Bern - Rubigen
54,Bern - Krauchthal
33,Köniz - Vechigen
25,Bolligen - Köniz
22,Köniz - Worb
21,Belp - Worb
16,Burgdorf - Vechigen
14,Köniz - Rubigen
14,Bern - Hindelbank
11,Thun - Vechigen
10,Köniz - Stettlen
9,Belp - Vechigen
9,Burgdorf - Worb
8,Bolligen - Burgdorf
7,Belp - Bolligen
5,Biel/Bienne - Bolligen
