Fahrten,Namen
284,S7 (Regionalverkehr Bern-Solothurn)
26,S4 (BLS AG (bls))
25,6 (Städtische Verkehrsbetriebe Bern)
19,791 (PostAuto AG)
16,S44 (BLS AG (bls))
9,S3 (BLS AG (bls))
6,472 (PostAuto AG)
6,IR35 (Schweizerische Bundesbahnen SBB)
5,S41 (BLS AG (bls))
5,792 (PostAuto AG)
4,S31 (BLS AG (bls))
3,IR17 (BLS AG (bls))
3,RE5 (Regionalverkehr Bern-Solothurn)
2,S6 (BLS AG (bls))
2,160 (Städtische Verkehrsbetriebe Bern)
2,320 (PostAuto AG)
2,IR65 (BLS AG (bls))
1,IC8 (Schweizerische Bundesbahnen SBB)
1,53 (STI Bus AG)
1,S5 (BLS AG (bls))
