Fahrten,Namen
107,Bern - Bätterkinden
64,Bern - Utzenstorf
23,Bern - Koppigen
2,Lyss - Utzenstorf
2,Bätterkinden - Lyss
2,Bätterkinden - Köniz
2,Köniz - Utzenstorf
1,Muri bei Bern - Utzenstorf
1,Bätterkinden - Münsingen
1,Bätterkinden - Muri bei Bern
1,Bätterkinden - Thun
1,Grossaffoltern - Kirchlindach
1,Koppigen - Köniz
0,Ostermundigen - Utzenstorf
0,Bätterkinden - Ostermundigen
0,Grossaffoltern - Meikirch
0,Bätterkinden - Hellsau
0,Bätterkinden - Spiez
0,Bätterkinden - Rumendingen
0,Bätterkinden - Langnau im Emmental
