Fahrten,Namen
1251,Bern - Bolligen
1116,Bern - Vechigen
870,Bern - Ittigen
590,Bern - Stettlen
587,Bern - Worb
155,Ittigen - Vechigen
137,Ittigen - Worb
133,Bern - Krauchthal
126,Ittigen - Stettlen
109,Ittigen - Ostermundigen
76,Bolligen - Köniz
74,Bern - Ostermundigen
74,Ittigen - Köniz
71,Bern - Rubigen
67,Köniz - Vechigen
53,Bolligen - Ittigen
50,Bolligen - Mattstetten
48,Krauchthal - Mattstetten
39,Ittigen - Muri bei Bern
37,Vechigen - Zollikofen
