Fahrten,Namen
7225,S7 (Regionalverkehr Bern-Solothurn)
452,451 (PostAuto AG)
432,S8 (Regionalverkehr Bern-Solothurn)
371,40 (Autobusbetrieb RBS)
348,8 (Städtische Verkehrsbetriebe Bern)
309,46 (Autobusbetrieb RBS)
239,20 (Städtische Verkehrsbetriebe Bern)
232,10 (Städtische Verkehrsbetriebe Bern)
201,781 (PostAuto AG)
197,7 (Städtische Verkehrsbetriebe Bern)
185,47 (Autobusbetrieb RBS)
176,12 (Städtische Verkehrsbetriebe Bern)
158,6 (Städtische Verkehrsbetriebe Bern)
144,S2 (BLS AG (bls))
141,36 (Autobusbetrieb RBS)
130,9 (Städtische Verkehrsbetriebe Bern)
126,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
120,S4 (BLS AG (bls))
112,795 (PostAuto AG)
82,RE1 (BLS AG (bls))
