Fahrten,Namen
1071,RE5 (Regionalverkehr Bern-Solothurn)
340,S8 (Regionalverkehr Bern-Solothurn)
336,884 (Autobusbetrieb RBS)
77,882 (PostAuto AG)
73,S44 (BLS AG (bls))
54,5 (Busbetrieb Solothurn und Umgebung)
54,S20 (Schweizerische Bundesbahnen SBB)
46,2 (Busbetrieb Solothurn und Umgebung)
37,465 (Busland AG)
36,363 (Autobusbetrieb RBS)
34,20 (Städtische Verkehrsbetriebe Bern)
27,7 (Busbetrieb Solothurn und Umgebung)
26,466 (Busland AG)
25,10 (Städtische Verkehrsbetriebe Bern)
22,1 (Busbetrieb Solothurn und Umgebung)
18,12 (Städtische Verkehrsbetriebe Bern)
15,S4 (BLS AG (bls))
15,IR35 (Schweizerische Bundesbahnen SBB)
15,7 (Städtische Verkehrsbetriebe Bern)
13,IC5 (Schweizerische Bundesbahnen SBB)
