Fahrten,Namen
228,Bern - Bätterkinden
40,Bätterkinden - Solothurn
30,Bern - Fraubrunnen
26,Bätterkinden - Mattstetten
21,Bern - Utzenstorf
20,Bätterkinden - Jegenstorf
18,Solothurn - Utzenstorf
16,Bätterkinden - Zuchwil
13,Fraubrunnen - Solothurn
11,Bätterkinden - Ittigen
10,Bätterkinden - Köniz
10,Bätterkinden - Zollikofen
8,Biel/Bienne - Bätterkinden
8,Jegenstorf - Utzenstorf
7,Bätterkinden - Ostermundigen
6,Bätterkinden - Moosseedorf
6,Biberist - Bätterkinden
5,Bätterkinden - Fraubrunnen
5,Bätterkinden - Grenchen
4,Utzenstorf - Zuchwil
