Fahrten,Namen
235,Bern - Bätterkinden
68,Bätterkinden - Solothurn
65,Bern - Utzenstorf
37,Bern - Fraubrunnen
35,Bätterkinden - Fraubrunnen
33,Biberist - Bätterkinden
30,Bätterkinden - Zuchwil
29,Bätterkinden - Mattstetten
28,Bätterkinden - Jegenstorf
27,Bätterkinden - Lyssach
25,Fraubrunnen - Kirchberg (BE)
24,Bätterkinden - Lohn-Ammannsegg
23,Bern - Koppigen
22,Solothurn - Utzenstorf
22,Jegenstorf - Kirchberg (BE)
22,Burgdorf - Bätterkinden
17,Herzogenbuchsee - Koppigen
14,Bätterkinden - Gerlafingen
13,Bätterkinden - Herzogenbuchsee
13,Bätterkinden - Ittigen
