Fahrten,Namen
2978,S8 (Regionalverkehr Bern-Solothurn)
472,RE5 (Regionalverkehr Bern-Solothurn)
312,465 (Busland AG)
243,S4 (BLS AG (bls))
129,S31 (BLS AG (bls))
122,38 (Autobusbetrieb RBS)
121,10 (Städtische Verkehrsbetriebe Bern)
118,871 (Autobusbetrieb RBS)
111,41 (Autobusbetrieb RBS)
92,S7 (Regionalverkehr Bern-Solothurn)
91,884 (Autobusbetrieb RBS)
76,36 (Autobusbetrieb RBS)
69,S20 (Schweizerische Bundesbahnen SBB)
51,8 (Städtische Verkehrsbetriebe Bern)
49,363 (Autobusbetrieb RBS)
45,S2 (BLS AG (bls))
37,S44 (BLS AG (bls))
36,451 (PostAuto AG)
34,5 (Busbetrieb Solothurn und Umgebung)
34,2 (Busbetrieb Solothurn und Umgebung)
