Fahrten,Namen
3872,S7 (Regionalverkehr Bern-Solothurn)
1338,S8 (Regionalverkehr Bern-Solothurn)
230,10 (Städtische Verkehrsbetriebe Bern)
198,S9 (Regionalverkehr Bern-Solothurn)
188,8 (Städtische Verkehrsbetriebe Bern)
164,36 (Autobusbetrieb RBS)
154,451 (PostAuto AG)
118,S3 (BLS AG (bls))
106,6 (Städtische Verkehrsbetriebe Bern)
102,7 (Städtische Verkehrsbetriebe Bern)
102,9 (Städtische Verkehrsbetriebe Bern)
98,IC81 (Schweizerische Bundesbahnen SBB)
94,S5 (BLS AG (bls))
92,12 (Städtische Verkehrsbetriebe Bern)
81,38 (Autobusbetrieb RBS)
74,IR65 (BLS AG (bls))
72,21 (Städtische Verkehrsbetriebe Bern)
64,RE5 (Regionalverkehr Bern-Solothurn)
59,RE1 (BLS AG (bls))
55,17 (Städtische Verkehrsbetriebe Bern)
