Fahrten,Namen
5258,S7 (Regionalverkehr Bern-Solothurn)
611,40 (Autobusbetrieb RBS)
372,8 (Städtische Verkehrsbetriebe Bern)
344,10 (Städtische Verkehrsbetriebe Bern)
191,41 (Autobusbetrieb RBS)
146,S2 (BLS AG (bls))
139,12 (Städtische Verkehrsbetriebe Bern)
118,7 (Städtische Verkehrsbetriebe Bern)
118,9 (Städtische Verkehrsbetriebe Bern)
85,IR65 (BLS AG (bls))
78,S9 (Regionalverkehr Bern-Solothurn)
77,RE5 (Regionalverkehr Bern-Solothurn)
73,19 (Städtische Verkehrsbetriebe Bern)
72,EC (Schweizerische Bundesbahnen SBB)
71,RE1 (BLS AG (bls))
70,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
66,21 (Städtische Verkehrsbetriebe Bern)
65,6 (Städtische Verkehrsbetriebe Bern)
61,IC1 (Schweizerische Bundesbahnen SBB)
60,IC61 (Schweizerische Bundesbahnen SBB)
