Fahrten,Namen
2307,S8 (Regionalverkehr Bern-Solothurn)
472,RE5 (Regionalverkehr Bern-Solothurn)
221,S4 (BLS AG (bls))
118,871 (Autobusbetrieb RBS)
96,10 (Städtische Verkehrsbetriebe Bern)
90,S31 (BLS AG (bls))
84,38 (Autobusbetrieb RBS)
76,41 (Autobusbetrieb RBS)
71,S7 (Regionalverkehr Bern-Solothurn)
69,S20 (Schweizerische Bundesbahnen SBB)
54,36 (Autobusbetrieb RBS)
52,465 (Busland AG)
41,884 (Autobusbetrieb RBS)
39,8 (Städtische Verkehrsbetriebe Bern)
35,S44 (BLS AG (bls))
34,5 (Busbetrieb Solothurn und Umgebung)
34,2 (Busbetrieb Solothurn und Umgebung)
32,S2 (BLS AG (bls))
32,451 (PostAuto AG)
32,S41 (BLS AG (bls))
