Fahrten,Namen
777,S8 (Regionalverkehr Bern-Solothurn)
183,RE5 (Regionalverkehr Bern-Solothurn)
33,10 (Städtische Verkehrsbetriebe Bern)
26,S2 (BLS AG (bls))
18,8 (Städtische Verkehrsbetriebe Bern)
18,12 (Städtische Verkehrsbetriebe Bern)
17,S7 (Regionalverkehr Bern-Solothurn)
14,S20 (Schweizerische Bundesbahnen SBB)
13,EC (Schweizerische Bundesbahnen SBB)
12,RE1 (BLS AG (bls))
11,41 (Autobusbetrieb RBS)
9,884 (Autobusbetrieb RBS)
8,107 (PostAuto AG)
8,7 (Busbetrieb Solothurn und Umgebung)
8,6 (Städtische Verkehrsbetriebe Bern)
7,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
6,9 (Städtische Verkehrsbetriebe Bern)
6,5 (Busbetrieb Solothurn und Umgebung)
5,871 (Autobusbetrieb RBS)
4,RE7 (BLS AG (bls))
