Fahrten,Namen
546,Bern - Jegenstorf
233,Jegenstorf - Mattstetten
110,Ittigen - Jegenstorf
106,Jegenstorf - Rapperswil (BE)
101,Burgdorf - Jegenstorf
93,Jegenstorf - Zollikofen
70,Fraubrunnen - Jegenstorf
59,Jegenstorf - Moosseedorf
47,Fraubrunnen - Mattstetten
46,Jegenstorf - Kirchberg (BE)
36,Jegenstorf - Ostermundigen
34,Jegenstorf - Lyssach
31,Jegenstorf - Köniz
28,Bätterkinden - Mattstetten
25,Hindelbank - Jegenstorf
24,Jegenstorf - Krauchthal
22,Jegenstorf - Thun
20,Mattstetten - Solothurn
20,Jegenstorf - Muri bei Bern
20,Fraubrunnen - Zollikofen
