Fahrten,Namen
1095,S7 (Regionalverkehr Bern-Solothurn)
93,IC81 (Schweizerische Bundesbahnen SBB)
53,S8 (Regionalverkehr Bern-Solothurn)
47,RE1 (BLS AG (bls))
45,8 (Städtische Verkehrsbetriebe Bern)
38,IR17 (BLS AG (bls))
35,S5 (BLS AG (bls))
34,S3 (BLS AG (bls))
33,9 (Städtische Verkehrsbetriebe Bern)
27,10 (Städtische Verkehrsbetriebe Bern)
24,RE5 (Regionalverkehr Bern-Solothurn)
24,IR65 (BLS AG (bls))
22,1 (STI Bus AG)
21,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
18,ICE (Schweizerische Bundesbahnen SBB)
18,17 (Städtische Verkehrsbetriebe Bern)
17,12 (Städtische Verkehrsbetriebe Bern)
14,S4 (BLS AG (bls))
14,36 (Autobusbetrieb RBS)
12,6 (Städtische Verkehrsbetriebe Bern)
