Fahrten,Namen
3938,S7 (Regionalverkehr Bern-Solothurn)
442,S8 (Regionalverkehr Bern-Solothurn)
230,10 (Städtische Verkehrsbetriebe Bern)
188,8 (Städtische Verkehrsbetriebe Bern)
163,451 (PostAuto AG)
140,36 (Autobusbetrieb RBS)
131,S9 (Regionalverkehr Bern-Solothurn)
107,6 (Städtische Verkehrsbetriebe Bern)
102,9 (Städtische Verkehrsbetriebe Bern)
98,IC81 (Schweizerische Bundesbahnen SBB)
94,S5 (BLS AG (bls))
92,12 (Städtische Verkehrsbetriebe Bern)
74,7 (Städtische Verkehrsbetriebe Bern)
72,21 (Städtische Verkehrsbetriebe Bern)
62,S3 (BLS AG (bls))
58,RE1 (BLS AG (bls))
47,IR17 (BLS AG (bls))
44,38 (Autobusbetrieb RBS)
40,40 (Autobusbetrieb RBS)
35,34 (Autobusbetrieb RBS)
