Fahrten,Namen
199,Bern - Worb
189,Bern - Vechigen
73,Bern - Stettlen
4,Bern - Walkringen
3,Stettlen - Thun
2,Thun - Vechigen
2,Schwarzenburg - Worb
2,Rapperswil (BE) - Vechigen
1,Köniz - Worb
1,Köniz - Vechigen
1,Worb - Zürich
1,Rapperswil (BE) - Worb
1,Lyss - Vechigen
1,Olten - Worb
1,Biel/Bienne - Worb
1,Kehrsatz - Vechigen
1,Biel/Bienne - Vechigen
1,Lyss - Stettlen
1,Fraubrunnen - Worb
1,Kerzers - Worb
