Fahrten,Namen
165,RE5 (Regionalverkehr Bern-Solothurn)
48,2 (Busbetrieb Solothurn und Umgebung)
6,S7 (Regionalverkehr Bern-Solothurn)
4,S2 (BLS AG (bls))
2,S31 (BLS AG (bls))
2,S1 (BLS AG (bls))
1,RE1 (BLS AG (bls))
1,IR65 (BLS AG (bls))
1,S51 (BLS AG (bls))
1,IR15 (Schweizerische Bundesbahnen SBB)
1,S8 (Regionalverkehr Bern-Solothurn)
1,36 (Autobusbetrieb RBS)
1,34 (Autobusbetrieb RBS)
0,S3 (BLS AG (bls))
0,S5 (BLS AG (bls))
0,S52 (BLS AG (bls))
0,16 (Busbetrieb Solothurn und Umgebung)
0,606 (Aargau Verkehr AG)
0,S4 (BLS AG (bls))
