Fahrten,Namen
1595,S7 (Regionalverkehr Bern-Solothurn)
175,44 (Autobusbetrieb RBS)
168,781 (PostAuto AG)
90,6 (Städtische Verkehrsbetriebe Bern)
79,40 (Autobusbetrieb RBS)
52,7 (Städtische Verkehrsbetriebe Bern)
45,10 (Städtische Verkehrsbetriebe Bern)
39,S8 (Regionalverkehr Bern-Solothurn)
38,8 (Städtische Verkehrsbetriebe Bern)
37,20 (Städtische Verkehrsbetriebe Bern)
27,S2 (BLS AG (bls))
24,36 (Autobusbetrieb RBS)
23,S1 (BLS AG (bls))
23,12 (Städtische Verkehrsbetriebe Bern)
22,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
21,794 (PostAuto AG)
20,S4 (BLS AG (bls))
16,9 (Städtische Verkehrsbetriebe Bern)
15,19 (Städtische Verkehrsbetriebe Bern)
15,S52 (BLS AG (bls))
