Fahrten,Namen
9021,S8 (Regionalverkehr Bern-Solothurn)
836,10 (Städtische Verkehrsbetriebe Bern)
799,38 (Autobusbetrieb RBS)
444,S7 (Regionalverkehr Bern-Solothurn)
379,8 (Städtische Verkehrsbetriebe Bern)
341,12 (Städtische Verkehrsbetriebe Bern)
329,36 (Autobusbetrieb RBS)
326,7 (Städtische Verkehrsbetriebe Bern)
274,M11 (Busbetrieb Solothurn und Umgebung)
245,6 (Städtische Verkehrsbetriebe Bern)
186,S2 (BLS AG (bls))
163,RE1 (BLS AG (bls))
151,S5 (BLS AG (bls))
147,IR65 (BLS AG (bls))
133,451 (PostAuto AG)
132,17 (Städtische Verkehrsbetriebe Bern)
127,IR17 (BLS AG (bls))
111,S4 (BLS AG (bls))
102,S3 (BLS AG (bls))
98,IC61 (Schweizerische Bundesbahnen SBB)
