Fahrten,Namen
4057,Bern
3432,Moosseedorf
1714,Zollikofen
1514,Schönbühl Shoppyland
1238,Jegenstorf
968,Worblaufen
813,Schönbühl RBS
650,"Zollikofen, Bahnhof"
595,Oberzollikofen
484,"Schönbühl RBS, Bahnhof"
366,"Moosseedorf, Rest. Utiger"
328,"Bern, Hirschengraben"
317,"Mattstetten, Dorf"
307,"Schönbühl, Feldegg"
295,"Schönbühl, Platane"
250,Münchenbuchsee
229,Bern Wankdorf
204,"Papiermühle, Bahnhof"
200,Urtenen
197,"Bern, Bärenplatz"
