Fahrten,Namen
692,S7 (Regionalverkehr Bern-Solothurn)
28,20 (Städtische Verkehrsbetriebe Bern)
26,8 (Städtische Verkehrsbetriebe Bern)
21,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
21,S4 (BLS AG (bls))
21,9 (Städtische Verkehrsbetriebe Bern)
21,791 (PostAuto AG)
20,10 (Städtische Verkehrsbetriebe Bern)
18,12 (Städtische Verkehrsbetriebe Bern)
12,S44 (BLS AG (bls))
12,S3 (BLS AG (bls))
12,RE1 (BLS AG (bls))
11,6 (Städtische Verkehrsbetriebe Bern)
10,IR35 (Schweizerische Bundesbahnen SBB)
9,7 (Städtische Verkehrsbetriebe Bern)
9,S31 (BLS AG (bls))
8,S2 (BLS AG (bls))
7,S41 (BLS AG (bls))
7,472 (PostAuto AG)
6,RE7 (BLS AG (bls))
