Fahrten,Namen
3473,RE5 (Regionalverkehr Bern-Solothurn)
413,S20 (Schweizerische Bundesbahnen SBB)
210,S8 (Regionalverkehr Bern-Solothurn)
210,5 (Busbetrieb Solothurn und Umgebung)
192,20 (Städtische Verkehrsbetriebe Bern)
176,7 (Busbetrieb Solothurn und Umgebung)
159,12 (Städtische Verkehrsbetriebe Bern)
154,2 (Busbetrieb Solothurn und Umgebung)
135,3 (Busbetrieb Solothurn und Umgebung)
101,884 (Autobusbetrieb RBS)
90,S11 (Aare Seeland mobil (snb))
89,8 (Städtische Verkehrsbetriebe Bern)
70,1 (Busbetrieb Solothurn und Umgebung)
63,10 (Städtische Verkehrsbetriebe Bern)
62,9 (Städtische Verkehrsbetriebe Bern)
51,21 (Busbetrieb Grenchen und Umgebung)
50,S7 (Regionalverkehr Bern-Solothurn)
42,19 (Städtische Verkehrsbetriebe Bern)
39,6 (Städtische Verkehrsbetriebe Bern)
39,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
