Fahrten,Namen
166,S7 (Regionalverkehr Bern-Solothurn)
11,10 (Städtische Verkehrsbetriebe Bern)
9,12 (Städtische Verkehrsbetriebe Bern)
8,IR65 (BLS AG (bls))
4,S44 (BLS AG (bls))
2,9 (Städtische Verkehrsbetriebe Bern)
2,IC1 (Schweizerische Bundesbahnen SBB)
1,451 (PostAuto AG)
1,RE5 (Regionalverkehr Bern-Solothurn)
1,EC (Schweizerische Bundesbahnen SBB)
1,RE1 (BLS AG (bls))
1,IR35 (Schweizerische Bundesbahnen SBB)
1,160 (Städtische Verkehrsbetriebe Bern)
1,S1 (BLS AG (bls))
1,IR16 (Schweizerische Bundesbahnen SBB)
1,47 (Autobusbetrieb RBS)
1,IC61 (Schweizerische Bundesbahnen SBB)
0,2 (Verkehrsbetriebe Biel)
0,10 (Verkehrsbetriebe Zürich INFO+)
0,RE2 (Transports publics fribourgeois)
