Fahrten,Namen
52,Lyssach - Mattstetten
44,Fraubrunnen - Jegenstorf
34,Lyssach - Moosseedorf
33,Bern - Lyssach
32,Bern - Fraubrunnen
32,Jegenstorf - Lyssach
29,Fraubrunnen - Mattstetten
26,Fraubrunnen - Kirchberg (BE)
24,Jegenstorf - Kirchberg (BE)
20,Fraubrunnen - Utzenstorf
19,Ittigen - Lyssach
19,Bätterkinden - Fraubrunnen
15,Lyssach - Rapperswil (BE)
14,Grossaffoltern - Mattstetten
14,Bätterkinden - Jegenstorf
13,Lyssach - Zollikofen
13,Fraubrunnen - Rapperswil (BE)
11,Mattstetten - Utzenstorf
11,Fraubrunnen - Lyssach
11,Kernenried - Mattstetten
