Fahrten,Namen
1615,Bern - Zollikofen
175,Köniz - Zollikofen
158,Mattstetten - Zollikofen
114,Mattstetten - Rapperswil (BE)
86,Moosseedorf - Zollikofen
77,Thun - Zollikofen
74,Ostermundigen - Zollikofen
64,Ittigen - Zollikofen
63,Muri bei Bern - Zollikofen
56,Jegenstorf - Zollikofen
56,Biel/Bienne - Zollikofen
51,Burgdorf - Zollikofen
48,Moosseedorf - Rapperswil (BE)
37,Jegenstorf - Rapperswil (BE)
26,Wohlen bei Bern - Zollikofen
23,Münsingen - Zollikofen
20,Worb - Zollikofen
20,Steffisburg - Zollikofen
19,Fraubrunnen - Zollikofen
16,Belp - Zollikofen
