Fahrten,Namen
333,Bern - Ittigen
27,Ittigen - Worb
22,Ittigen - Köniz
18,Ittigen - Thun
11,Biel/Bienne - Ittigen
9,Ittigen - Jegenstorf
6,Ittigen - Zürich
5,Ittigen - Lyss
4,Fraubrunnen - Ittigen
4,Ittigen - Nidau
4,Ittigen - Spiez
3,Ittigen - Vechigen
3,Freimettigen - Ittigen
3,Ittigen - Olten
3,Ittigen - Langnau im Emmental
3,Ittigen - Steffisburg
2,Ittigen - Solothurn
2,Düdingen - Ittigen
2,Hindelbank - Ittigen
2,Ittigen - Schwarzenburg
