Fahrten,Namen
1643,S7 (Regionalverkehr Bern-Solothurn)
85,8 (Städtische Verkehrsbetriebe Bern)
66,6 (Städtische Verkehrsbetriebe Bern)
63,S2 (BLS AG (bls))
59,20 (Städtische Verkehrsbetriebe Bern)
57,10 (Städtische Verkehrsbetriebe Bern)
56,S8 (Regionalverkehr Bern-Solothurn)
53,12 (Städtische Verkehrsbetriebe Bern)
35,7 (Städtische Verkehrsbetriebe Bern)
28,S1 (BLS AG (bls))
24,9 (Städtische Verkehrsbetriebe Bern)
24,451 (PostAuto AG)
22,S4 (BLS AG (bls))
22,21 (Städtische Verkehrsbetriebe Bern)
21,RE1 (BLS AG (bls))
18,S31 (BLS AG (bls))
17,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
13,IC61 (Schweizerische Bundesbahnen SBB)
12,101 (PostAuto AG)
11,RE5 (Regionalverkehr Bern-Solothurn)
