Fahrten,Namen
4091,RE5 (Regionalverkehr Bern-Solothurn)
374,S20 (Schweizerische Bundesbahnen SBB)
235,20 (Städtische Verkehrsbetriebe Bern)
214,S8 (Regionalverkehr Bern-Solothurn)
196,5 (Busbetrieb Solothurn und Umgebung)
184,12 (Städtische Verkehrsbetriebe Bern)
172,7 (Busbetrieb Solothurn und Umgebung)
151,2 (Busbetrieb Solothurn und Umgebung)
134,3 (Busbetrieb Solothurn und Umgebung)
120,8 (Städtische Verkehrsbetriebe Bern)
88,S11 (Aare Seeland mobil (snb))
83,10 (Städtische Verkehrsbetriebe Bern)
76,884 (Autobusbetrieb RBS)
71,9 (Städtische Verkehrsbetriebe Bern)
69,1 (Busbetrieb Solothurn und Umgebung)
62,S7 (Regionalverkehr Bern-Solothurn)
52,6 (Städtische Verkehrsbetriebe Bern)
50,21 (Busbetrieb Grenchen und Umgebung)
48,7 (Städtische Verkehrsbetriebe Bern)
48,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
