Fahrten,Namen
591,Bern - Moosseedorf
46,Moosseedorf - Ostermundigen
33,Köniz - Moosseedorf
16,Bremgarten bei Bern - Moosseedorf
14,Moosseedorf - Wohlen bei Bern
11,Moosseedorf - Muri bei Bern
11,Moosseedorf - Münsingen
8,Kirchlindach - Moosseedorf
7,Moosseedorf - Thun
4,Moosseedorf - Zollikofen
4,Aarberg - Moosseedorf
3,Meikirch - Moosseedorf
2,Kerzers - Moosseedorf
2,Moosseedorf - Wünnewil-Flamatt
2,Düdingen - Moosseedorf
2,Moosseedorf - Olten
2,Laupen - Moosseedorf
2,Herzogenbuchsee - Moosseedorf
2,Moosseedorf - Rubigen
2,Moosseedorf - Worb
