Fahrten,Namen
787,S8 (Regionalverkehr Bern-Solothurn)
239,M11 (Busbetrieb Solothurn und Umgebung)
83,10 (Städtische Verkehrsbetriebe Bern)
71,8 (Städtische Verkehrsbetriebe Bern)
49,12 (Städtische Verkehrsbetriebe Bern)
37,7 (Städtische Verkehrsbetriebe Bern)
33,S2 (BLS AG (bls))
31,6 (Städtische Verkehrsbetriebe Bern)
20,17 (Städtische Verkehrsbetriebe Bern)
18,21 (Städtische Verkehrsbetriebe Bern)
15,RE1 (BLS AG (bls))
15,9 (Städtische Verkehrsbetriebe Bern)
14,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
12,S1 (BLS AG (bls))
12,106 (PostAuto AG)
10,101 (PostAuto AG)
6,IC61 (Schweizerische Bundesbahnen SBB)
5,100 (PostAuto AG)
5,11 (Städtische Verkehrsbetriebe Bern)
5,IR17 (BLS AG (bls))
