Fahrten,Namen
2521,S7 (Regionalverkehr Bern-Solothurn)
247,8 (Städtische Verkehrsbetriebe Bern)
246,10 (Städtische Verkehrsbetriebe Bern)
203,40 (Autobusbetrieb RBS)
84,IR65 (BLS AG (bls))
72,19 (Städtische Verkehrsbetriebe Bern)
65,12 (Städtische Verkehrsbetriebe Bern)
54,EC (Schweizerische Bundesbahnen SBB)
52,9 (Städtische Verkehrsbetriebe Bern)
52,17 (Städtische Verkehrsbetriebe Bern)
47,106 (PostAuto AG)
45,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
42,101 (PostAuto AG)
37,RE2 (Transports publics fribourgeois)
36,7 (Städtische Verkehrsbetriebe Bern)
35,RE5 (Regionalverkehr Bern-Solothurn)
27,20 (Städtische Verkehrsbetriebe Bern)
26,IR16 (Schweizerische Bundesbahnen SBB)
25,S1 (BLS AG (bls))
21,IC1 (Schweizerische Bundesbahnen SBB)
