Fahrten,Namen
314,Ittigen
86,Bern
49,Biel/Bienne
22,Fribourg
21,Thun
15,Olten
14,Zürich
12,Nidau
9,Langenthal
8,Köniz
8,Spiez
6,Basel
6,Düdingen
5,Solothurn
5,Beatenberg
4,Lyss
3,Kloten
3,Grenchen
2,Herzogenbuchsee
2,Ipsach
