Fahrten,Namen
404,S8 (Regionalverkehr Bern-Solothurn)
41,RE1 (BLS AG (bls))
27,IC61 (Schweizerische Bundesbahnen SBB)
16,7 (Städtische Verkehrsbetriebe Bern)
15,17 (Städtische Verkehrsbetriebe Bern)
14,10 (Städtische Verkehrsbetriebe Bern)
8,S2 (BLS AG (bls))
7,9 (Städtische Verkehrsbetriebe Bern)
6,IC1 (Schweizerische Bundesbahnen SBB)
6,5 (STI Bus AG)
6,S6 (BLS AG (bls))
6,S5 (BLS AG (bls))
6,3 (STI Bus AG)
6,IR17 (BLS AG (bls))
6,IC6 (Schweizerische Bundesbahnen SBB)
5,38 (Autobusbetrieb RBS)
5,21 (STI Bus AG)
5,1 (STI Bus AG)
5,EC (Schweizerische Bundesbahnen SBB)
4,2 (STI Bus AG)
