Fahrten,Namen
1367,S8 (Regionalverkehr Bern-Solothurn)
309,38 (Autobusbetrieb RBS)
126,10 (Städtische Verkehrsbetriebe Bern)
82,12 (Städtische Verkehrsbetriebe Bern)
60,7 (Städtische Verkehrsbetriebe Bern)
59,8 (Städtische Verkehrsbetriebe Bern)
55,RE1 (BLS AG (bls))
49,17 (Städtische Verkehrsbetriebe Bern)
39,IC61 (Schweizerische Bundesbahnen SBB)
39,6 (Städtische Verkehrsbetriebe Bern)
28,S4 (BLS AG (bls))
27,S2 (BLS AG (bls))
27,IR17 (BLS AG (bls))
25,S1 (BLS AG (bls))
17,S5 (BLS AG (bls))
13,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
12,465 (Busland AG)
12,IC6 (Schweizerische Bundesbahnen SBB)
11,11 (Städtische Verkehrsbetriebe Bern)
9,102 (PostAuto AG)
