Fahrten,Namen
1596,Bern
1170,Mattstetten
787,Moosseedorf
112,Ostermundigen
83,Fraubrunnen
62,Köniz
55,Thun
45,Bäriswil
36,Münsingen
26,Jegenstorf
20,Wohlen bei Bern
18,Bremgarten bei Bern
16,Lyssach
12,Muri bei Bern
11,Steffisburg
9,Herzogenbuchsee
9,Lützelflüh
8,Kirchlindach
8,Kerzers
8,Worb
