Fahrten,Namen
1378,Bern
787,Moosseedorf
785,Schönbühl Shoppyland
336,Schönbühl RBS
302,"Bern, Hirschengraben"
239,"Moosseedorf, Rest. Utiger"
181,"Bern, Bahnhof"
177,"Schönbühl, Feldegg"
177,"Bern, Bärenplatz"
120,Urtenen
95,"Ostermundigen, Waldeck"
95,"Bern, Inselplatz"
87,"Mattstetten, Dorf"
77,"Bümpliz, Unterführung"
69,"Bern, Rosengarten"
69,"Bern, Kocherpark"
55,"Bern, Zytglogge"
52,Grafenried
43,"Bäriswil BE, Mätteli"
37,"Bern, Bärenpark"
