Fahrten,Namen
340,S7 (Regionalverkehr Bern-Solothurn)
43,6 (Städtische Verkehrsbetriebe Bern)
26,S4 (BLS AG (bls))
20,791 (PostAuto AG)
16,S44 (BLS AG (bls))
15,S2 (BLS AG (bls))
11,8 (Städtische Verkehrsbetriebe Bern)
10,12 (Städtische Verkehrsbetriebe Bern)
9,9 (Städtische Verkehrsbetriebe Bern)
9,2350 (Drahtseilbahn Marzili-Stadt Bern AG)
9,S3 (BLS AG (bls))
6,472 (PostAuto AG)
6,IR35 (Schweizerische Bundesbahnen SBB)
5,7 (Städtische Verkehrsbetriebe Bern)
5,792 (PostAuto AG)
5,20 (Städtische Verkehrsbetriebe Bern)
5,S41 (BLS AG (bls))
4,10 (Städtische Verkehrsbetriebe Bern)
4,S31 (BLS AG (bls))
3,IR17 (BLS AG (bls))
