Fahrten,Namen
189,Worb
173,Bern
6,Köniz
4,Walkringen
2,Lyss
1,Schwarzenburg
1,Zürich
1,Biel/Bienne
1,Olten
1,Kerzers
1,Wünnewil-Flamatt
1,Schmitten (FR)
1,Wohlen bei Bern
1,Bätterkinden
1,Fraubrunnen
1,Kloten
0,Basel
0,Herzogenbuchsee
0,Luzern
0,Solothurn
