Fahrten,Namen
179,S7 (Regionalverkehr Bern-Solothurn)
14,6 (Städtische Verkehrsbetriebe Bern)
10,791 (PostAuto AG)
9,S2 (BLS AG (bls))
9,12 (Städtische Verkehrsbetriebe Bern)
4,20 (Städtische Verkehrsbetriebe Bern)
3,8 (Städtische Verkehrsbetriebe Bern)
3,S1 (BLS AG (bls))
2,RE5 (Regionalverkehr Bern-Solothurn)
2,S6 (BLS AG (bls))
2,IR65 (BLS AG (bls))
1,IC8 (Schweizerische Bundesbahnen SBB)
1,S31 (BLS AG (bls))
1,S51 (BLS AG (bls))
1,EC (Schweizerische Bundesbahnen SBB)
1,IC1 (Schweizerische Bundesbahnen SBB)
1,IC61 (Schweizerische Bundesbahnen SBB)
1,IR17 (BLS AG (bls))
1,S52 (BLS AG (bls))
1,S20 (Schweizerische Bundesbahnen SBB)
